0.810 0.025 0.750 0.029 0.660 0.026
0.800 0.026 0.670 0.027 0.490 0.026
0.760 0.021 0.790 0.022 0.760 0.038
0.670 0.029 0.560 0.031 0.420 0.020
0.710 0.033 0.460 0.022 0.420 0.016
0.910 0.024 0.580 0.039 0.490 0.040
0.680 0.044 0.820 0.019 0.480 0.026
0.790 0.025 0.860 0.018 0.730 0.022
0.860 0.025 0.750 0.019 0.600 0.050
0.990 0.008 0.910 0.025 0.880 0.068
1.000 0.000 0.960 0.018 0.850 0.039
1.000 0.000 0.950 0.033 0.760 0.063
0.830 0.022 0.750 0.025 0.630 0.036
