0.890 0.039 0.800 0.019 0.770 0.052
0.910 0.023 0.710 0.032 0.640 0.036
0.910 0.040 0.940 0.016 0.890 0.037
0.870 0.049 0.790 0.023 0.680 0.053
0.830 0.024 0.670 0.040 0.660 0.035
0.950 0.036 0.790 0.043 0.680 0.034
0.800 0.041 0.820 0.033 0.600 0.052
0.910 0.017 0.960 0.020 0.930 0.014
0.950 0.025 0.840 0.026 0.750 0.044
1.000 0.006 0.950 0.028 0.950 0.030
1.000 0.000 0.990 0.015 0.910 0.035
1.000 0.000 0.980 0.034 0.920 0.082
0.920 0.025 0.850 0.027 0.780 0.042
